customer_id,customer_name,email,gender,age,geography,tenure_months,monthly_charges,total_charges,contract_type,payment_method,support_tickets,last_login_date,signup_date,churn_status,churn_date,created_at
32129,Pooja Bose,customer32129@analyticsplatform.com,Male,74,Hyderabad,68,1697.39,118885.20,Quarterly,Debit Card,2,2026-08-21,2020-12-25,f,,2026-08-25 16:30:02.90268
32130,Kavya Shetty,customer32130@analyticsplatform.com,Male,22,Ahmedabad,26,3706.35,88655.89,Quarterly,UPI,7,2026-05-30,2024-06-25,f,,2026-08-25 16:30:02.90268
32131,Meera Das,customer32131@analyticsplatform.com,Female,58,Nagpur,21,2389.32,44154.63,Annual,Net Banking,4,2026-07-07,2024-11-25,f,,2026-08-25 16:30:02.90268
32132,Pooja Mehta,customer32132@analyticsplatform.com,Female,66,Pune,31,1166.96,31111.15,Quarterly,Net Banking,0,2026-05-23,2024-01-25,f,,2026-08-25 16:30:02.90268
32133,Akash Iyer,customer32133@analyticsplatform.com,Female,26,Delhi,17,3470.52,54868.92,Annual,Debit Card,6,2026-06-17,2025-03-25,f,,2026-08-25 16:30:02.90268
32134,Aman Mishra,customer32134@analyticsplatform.com,Male,41,Hyderabad,50,548.12,24117.28,Monthly,Digital Wallet,7,2026-06-02,2022-06-25,t,2023-10-29,2026-08-25 16:30:02.90268
32135,Vivaan Shah,customer32135@analyticsplatform.com,Female,41,Kolkata,59,1885.41,94553.31,Annual,Net Banking,0,2026-06-19,2021-09-25,f,,2026-08-25 16:30:02.90268
32136,Priya Gupta,customer32136@analyticsplatform.com,Female,57,Delhi,47,3986.76,178008.83,Monthly,UPI,0,2026-07-08,2022-09-25,f,,2026-08-25 16:30:02.90268
32137,Aanya Gupta,customer32137@analyticsplatform.com,Male,72,Jaipur,38,3626.45,129536.79,Monthly,Digital Wallet,1,2026-05-11,2023-06-25,f,,2026-08-25 16:30:02.90268
32138,Meera Iyer,customer32138@analyticsplatform.com,Male,44,Bengaluru,19,3986.17,78766.72,Monthly,Digital Wallet,1,2026-07-05,2025-01-25,f,,2026-08-25 16:30:02.90268
32139,Krishna Jain,customer32139@analyticsplatform.com,Female,71,Nagpur,10,2962.42,29920.44,Annual,Digital Wallet,7,2026-06-28,2025-10-25,f,,2026-08-25 16:30:02.90268
32140,Aditya Bose,customer32140@analyticsplatform.com,Male,75,Nagpur,42,1158.31,44757.10,Monthly,Debit Card,7,2026-06-08,2023-02-25,f,,2026-08-25 16:30:02.90268
32141,Meera Sharma,customer32141@analyticsplatform.com,Male,63,Jaipur,13,1507.87,19210.26,Monthly,Net Banking,5,2026-06-01,2025-07-25,f,,2026-08-25 16:30:02.90268
32142,Priya Das,customer32142@analyticsplatform.com,Female,31,Mumbai,54,2009.83,93336.51,Monthly,Digital Wallet,3,2026-06-17,2022-02-25,f,,2026-08-25 16:30:02.90268
32143,Aanya Gupta,customer32143@analyticsplatform.com,Female,22,Bengaluru,5,3299.17,15836.02,Annual,Credit Card,1,2026-08-25,2026-03-25,f,,2026-08-25 16:30:02.90268
32144,Aanya Nair,customer32144@analyticsplatform.com,Male,38,Kolkata,19,2397.71,47378.75,Monthly,Net Banking,2,2026-05-12,2025-01-25,f,,2026-08-25 16:30:02.90268
32145,Kunal Kulkarni,customer32145@analyticsplatform.com,Male,57,Hyderabad,32,1453.99,42805.47,Monthly,Debit Card,2,2026-08-12,2023-12-25,f,,2026-08-25 16:30:02.90268
32146,Arjun Bose,customer32146@analyticsplatform.com,Male,49,Delhi,60,3580.68,186911.50,Annual,Digital Wallet,7,2026-07-20,2021-08-25,f,,2026-08-25 16:30:02.90268
32147,Nisha Deshmukh,customer32147@analyticsplatform.com,Male,51,Ahmedabad,51,785.08,38037.13,Annual,Credit Card,5,2026-06-18,2022-05-25,f,,2026-08-25 16:30:02.90268
32148,Aanya Reddy,customer32148@analyticsplatform.com,Female,20,Pune,18,1362.59,22564.49,Monthly,Debit Card,5,2026-08-22,2025-02-25,f,,2026-08-25 16:30:02.90268
32149,Siddharth Deshmukh,customer32149@analyticsplatform.com,Male,53,Pune,18,576.92,10903.79,Quarterly,Credit Card,1,2026-08-16,2025-02-25,f,,2026-08-25 16:30:02.90268
32150,Kavya Gupta,customer32150@analyticsplatform.com,Female,58,Bengaluru,10,1424.83,14675.75,Monthly,Credit Card,4,2026-05-06,2025-10-25,f,,2026-08-25 16:30:02.90268
32151,Sakshi Deshmukh,customer32151@analyticsplatform.com,Female,45,Ahmedabad,52,2037.79,94308.92,Quarterly,Credit Card,0,2026-06-11,2022-04-25,f,,2026-08-25 16:30:02.90268
32152,Krishna Naidu,customer32152@analyticsplatform.com,Female,21,Hyderabad,62,2403.02,128129.03,Quarterly,Debit Card,0,2026-05-24,2021-06-25,f,,2026-08-25 16:30:02.90268
32153,Aditya Das,customer32153@analyticsplatform.com,Male,43,Pune,6,1071.00,6168.96,Quarterly,Debit Card,1,2026-08-03,2026-02-25,f,,2026-08-25 16:30:02.90268
32154,Ananya Das,customer32154@analyticsplatform.com,Male,48,Bengaluru,67,985.40,62720.71,Monthly,Credit Card,6,2026-06-20,2021-01-25,t,2024-02-22,2026-08-25 16:30:02.90268
32156,Nisha Yadav,customer32156@analyticsplatform.com,Male,46,Chennai,72,2780.91,204230.03,Monthly,Credit Card,1,2026-08-04,2020-08-25,f,,2026-08-25 16:30:02.90268
32157,Krishna Naidu,customer32157@analyticsplatform.com,Male,20,Chennai,34,1662.95,53147.88,Quarterly,Credit Card,8,2026-06-20,2023-10-25,f,,2026-08-25 16:30:02.90268
32158,Reyansh Patel,customer32158@analyticsplatform.com,Female,19,Mumbai,1,1881.20,1881.20,Annual,Credit Card,6,2026-08-20,2026-07-25,f,,2026-08-25 16:30:02.90268
32159,Vivaan Patel,customer32159@analyticsplatform.com,Female,18,Pune,59,1816.03,97502.65,Monthly,Net Banking,7,2026-08-24,2021-09-25,t,2023-09-27,2026-08-25 16:30:02.90268
32160,Kavya Joshi,customer32160@analyticsplatform.com,Female,50,Ahmedabad,28,1315.85,33527.86,Annual,Credit Card,7,2026-05-21,2024-04-25,f,,2026-08-25 16:30:02.90268
32161,Diya Reddy,customer32161@analyticsplatform.com,Male,21,Pune,51,3512.39,171966.61,Annual,Credit Card,4,2026-08-23,2022-05-25,f,,2026-08-25 16:30:02.90268
32162,Rohan Shah,customer32162@analyticsplatform.com,Male,43,Jaipur,27,730.42,19129.70,Monthly,Debit Card,7,2026-08-14,2024-05-25,f,,2026-08-25 16:30:02.90268
32163,Aarav Gupta,customer32163@analyticsplatform.com,Female,55,Chennai,5,1684.39,8506.17,Quarterly,Debit Card,2,2026-06-27,2026-03-25,f,,2026-08-25 16:30:02.90268
32164,Sakshi Nair,customer32164@analyticsplatform.com,Female,62,Jaipur,4,1621.69,5902.95,Annual,Credit Card,2,2026-06-19,2026-04-25,f,,2026-08-25 16:30:02.90268
32165,Vivaan Bose,customer32165@analyticsplatform.com,Female,31,Delhi,67,1332.05,91032.30,Annual,UPI,4,2026-07-20,2021-01-25,f,,2026-08-25 16:30:02.90268
32166,Priya Yadav,customer32166@analyticsplatform.com,Female,39,Bengaluru,30,2354.11,72742.00,Quarterly,UPI,5,2026-07-19,2024-02-25,f,,2026-08-25 16:30:02.90268
32167,Ananya Mehta,customer32167@analyticsplatform.com,Male,65,Ahmedabad,20,1874.23,32986.45,Annual,Digital Wallet,0,2026-08-06,2024-12-25,f,,2026-08-25 16:30:02.90268
32168,Rohan Das,customer32168@analyticsplatform.com,Female,57,Kolkata,55,1834.78,87794.22,Monthly,UPI,1,2026-04-29,2022-01-25,f,,2026-08-25 16:30:02.90268
32169,Meera Naidu,customer32169@analyticsplatform.com,Male,60,Mumbai,19,3138.84,60830.72,Quarterly,Digital Wallet,7,2026-07-27,2025-01-25,f,,2026-08-25 16:30:02.90268
32170,Rohan Khalse,customer32170@analyticsplatform.com,Female,26,Jaipur,56,1008.28,53640.50,Monthly,Digital Wallet,0,2026-05-14,2021-12-25,f,,2026-08-25 16:30:02.90268
32171,Vivaan Iyer,customer32171@analyticsplatform.com,Female,41,Jaipur,48,3327.79,154941.90,Quarterly,Debit Card,4,2026-05-31,2022-08-25,f,,2026-08-25 16:30:02.90268
32172,Aanya Khalse,customer32172@analyticsplatform.com,Male,21,Kolkata,5,1278.68,6585.20,Annual,UPI,4,2026-08-07,2026-03-25,f,,2026-08-25 16:30:02.90268
32173,Sneha Deshmukh,customer32173@analyticsplatform.com,Female,20,Chennai,40,3723.00,141474.00,Annual,UPI,4,2026-07-04,2023-04-25,f,,2026-08-25 16:30:02.90268
32174,Tanvi Singh,customer32174@analyticsplatform.com,Male,32,Delhi,4,2749.29,11437.05,Monthly,Debit Card,8,2026-05-26,2026-04-25,f,,2026-08-25 16:30:02.90268
32175,Meera Mishra,customer32175@analyticsplatform.com,Male,42,Ahmedabad,29,943.34,24621.17,Annual,UPI,4,2026-05-22,2024-03-25,f,,2026-08-25 16:30:02.90268
32176,Siddharth Shah,customer32176@analyticsplatform.com,Female,46,Jaipur,20,2772.74,53791.16,Monthly,UPI,0,2026-06-20,2024-12-25,f,,2026-08-25 16:30:02.90268
32177,Siddharth Gupta,customer32177@analyticsplatform.com,Male,50,Pune,42,2766.16,101075.49,Annual,Debit Card,6,2026-08-11,2023-02-25,f,,2026-08-25 16:30:02.90268
32178,Aditya Joshi,customer32178@analyticsplatform.com,Male,42,Kolkata,37,3713.99,131920.92,Monthly,Credit Card,8,2026-08-10,2023-07-25,f,,2026-08-25 16:30:02.90268
32179,Nisha Gupta,customer32179@analyticsplatform.com,Female,61,Chennai,38,531.92,18393.79,Quarterly,Net Banking,4,2026-06-16,2023-06-25,f,,2026-08-25 16:30:02.90268
32180,Aditya Jain,customer32180@analyticsplatform.com,Male,44,Chennai,39,3170.01,121157.78,Monthly,UPI,8,2026-07-21,2023-05-25,t,2024-05-20,2026-08-25 16:30:02.90268
32181,Aditi Reddy,customer32181@analyticsplatform.com,Female,69,Ahmedabad,69,822.00,55016.46,Annual,Digital Wallet,1,2026-08-23,2020-11-25,f,,2026-08-25 16:30:02.90268
32182,Pooja Iyer,customer32182@analyticsplatform.com,Female,41,Mumbai,52,551.59,28109.03,Quarterly,Digital Wallet,6,2026-08-06,2022-04-25,f,,2026-08-25 16:30:02.90268
32183,Rahul Joshi,customer32183@analyticsplatform.com,Female,63,Kolkata,63,2324.21,131782.71,Monthly,Debit Card,4,2026-07-18,2021-05-25,f,,2026-08-25 16:30:02.90268
32184,Akash Deshmukh,customer32184@analyticsplatform.com,Female,38,Mumbai,21,3849.89,72762.92,Quarterly,UPI,4,2026-07-15,2024-11-25,f,,2026-08-25 16:30:02.90268
32185,Vihaan Khalse,customer32185@analyticsplatform.com,Female,24,Delhi,45,3079.62,137197.07,Quarterly,UPI,7,2026-05-17,2022-11-25,f,,2026-08-25 16:30:02.90268
32186,Aarav Nair,customer32186@analyticsplatform.com,Male,68,Mumbai,13,1916.12,23165.89,Monthly,Credit Card,4,2026-07-29,2025-07-25,f,,2026-08-25 16:30:02.90268
32187,Rahul Mehta,customer32187@analyticsplatform.com,Female,53,Delhi,15,1412.16,20546.93,Quarterly,Credit Card,3,2026-06-01,2025-05-25,f,,2026-08-25 16:30:02.90268
32188,Aman Yadav,customer32188@analyticsplatform.com,Female,23,Jaipur,1,3957.89,3641.26,Quarterly,UPI,6,2026-08-20,2026-07-25,f,,2026-08-25 16:30:02.90268
32189,Vihaan Das,customer32189@analyticsplatform.com,Male,43,Hyderabad,38,3876.07,151709.38,Monthly,Digital Wallet,3,2026-08-04,2023-06-25,f,,2026-08-25 16:30:02.90268
32190,Aarav Das,customer32190@analyticsplatform.com,Male,59,Pune,49,3861.28,183526.64,Annual,Digital Wallet,8,2026-07-20,2022-07-25,f,,2026-08-25 16:30:02.90268
32191,Vihaan Kumar,customer32191@analyticsplatform.com,Male,23,Kolkata,69,3010.40,186945.84,Monthly,UPI,6,2026-08-22,2020-11-25,f,,2026-08-25 16:30:02.90268
32192,Vivaan Jain,customer32192@analyticsplatform.com,Male,65,Nagpur,46,523.63,25291.33,Quarterly,Digital Wallet,4,2026-08-03,2022-10-25,f,,2026-08-25 16:30:02.90268
32193,Sneha Das,customer32193@analyticsplatform.com,Male,60,Nagpur,52,2691.07,120344.65,Monthly,Debit Card,0,2026-07-01,2022-04-25,f,,2026-08-25 16:30:02.90268
32194,Diya Reddy,customer32194@analyticsplatform.com,Female,68,Nagpur,23,967.44,19580.99,Annual,Net Banking,0,2026-05-21,2024-09-25,f,,2026-08-25 16:30:02.90268
32195,Tanvi Das,customer32195@analyticsplatform.com,Male,38,Hyderabad,28,847.71,20412.86,Annual,UPI,5,2026-05-14,2024-04-25,f,,2026-08-25 16:30:02.90268
32196,Vihaan Gupta,customer32196@analyticsplatform.com,Male,54,Chennai,20,2386.27,43430.11,Quarterly,Credit Card,7,2026-06-07,2024-12-25,f,,2026-08-25 16:30:02.90268
32197,Aditya Patel,customer32197@analyticsplatform.com,Female,55,Pune,61,2916.91,163696.99,Annual,Digital Wallet,8,2026-05-31,2021-07-25,f,,2026-08-25 16:30:02.90268
32198,Isha Nair,customer32198@analyticsplatform.com,Female,58,Hyderabad,26,2524.23,64973.68,Annual,Digital Wallet,8,2026-08-25,2024-06-25,f,,2026-08-25 16:30:02.90268
32199,Krishna Kulkarni,customer32199@analyticsplatform.com,Female,62,Delhi,35,936.88,30495.44,Annual,UPI,3,2026-06-06,2023-09-25,f,,2026-08-25 16:30:02.90268
32200,Rahul Jain,customer32200@analyticsplatform.com,Male,44,Chennai,46,3470.41,162831.64,Quarterly,Credit Card,6,2026-05-18,2022-10-25,f,,2026-08-25 16:30:02.90268
32201,Tanvi Shetty,customer32201@analyticsplatform.com,Female,34,Nagpur,33,3768.66,123122.12,Quarterly,Credit Card,4,2026-08-16,2023-11-25,f,,2026-08-25 16:30:02.90268
32294,Akash Reddy,customer32294@analyticsplatform.com,Female,75,Kolkata,58,1875.99,96838.60,Monthly,UPI,0,2026-06-23,2021-10-25,f,,2026-08-25 16:30:02.90268
32202,Vihaan Naidu,customer32202@analyticsplatform.com,Male,68,Bengaluru,67,3840.37,236720.41,Annual,Net Banking,3,2026-05-13,2021-01-25,f,,2026-08-25 16:30:02.90268
32203,Tanvi Chopra,customer32203@analyticsplatform.com,Male,19,Kolkata,3,3076.09,8490.01,Monthly,Credit Card,0,2026-07-06,2026-05-25,t,2026-08-16,2026-08-25 16:30:02.90268
32204,Akash Verma,customer32204@analyticsplatform.com,Female,33,Hyderabad,17,3242.25,55669.43,Annual,Credit Card,7,2026-05-18,2025-03-25,f,,2026-08-25 16:30:02.90268
32205,Kunal Kulkarni,customer32205@analyticsplatform.com,Male,48,Hyderabad,34,503.44,14891.76,Quarterly,Credit Card,0,2026-07-16,2023-10-25,f,,2026-08-25 16:30:02.90268
32206,Meera Reddy,customer32206@analyticsplatform.com,Male,32,Nagpur,9,1967.60,15406.31,Quarterly,UPI,7,2026-06-16,2025-11-25,f,,2026-08-25 16:30:02.90268
32207,Aanya Kulkarni,customer32207@analyticsplatform.com,Female,46,Jaipur,45,841.57,39006.77,Quarterly,Net Banking,6,2026-06-07,2022-11-25,f,,2026-08-25 16:30:02.90268
32208,Ananya Chopra,customer32208@analyticsplatform.com,Male,43,Mumbai,65,1538.20,101982.66,Quarterly,Net Banking,4,2026-08-08,2021-03-25,f,,2026-08-25 16:30:02.90268
32209,Akash Deshmukh,customer32209@analyticsplatform.com,Male,74,Delhi,47,1514.07,61910.32,Monthly,Credit Card,7,2026-07-11,2022-09-25,f,,2026-08-25 16:30:02.90268
32210,Sneha Shetty,customer32210@analyticsplatform.com,Male,60,Chennai,41,2383.52,88929.13,Monthly,Credit Card,1,2026-07-24,2023-03-25,f,,2026-08-25 16:30:02.90268
32211,Arjun Mishra,customer32211@analyticsplatform.com,Female,47,Mumbai,51,3204.78,156906.03,Annual,Net Banking,8,2026-08-02,2022-05-25,t,2026-02-07,2026-08-25 16:30:02.90268
32212,Simran Kumar,customer32212@analyticsplatform.com,Male,32,Jaipur,24,3054.19,68169.52,Annual,UPI,5,2026-08-24,2024-08-25,f,,2026-08-25 16:30:02.90268
32213,Rahul Kumar,customer32213@analyticsplatform.com,Female,37,Hyderabad,23,3554.18,69484.22,Quarterly,UPI,8,2026-05-10,2024-09-25,t,2025-09-22,2026-08-25 16:30:02.90268
32214,Simran Mehta,customer32214@analyticsplatform.com,Female,21,Kolkata,71,1425.08,97133.45,Annual,Debit Card,0,2026-06-02,2020-09-25,f,,2026-08-25 16:30:02.90268
32215,Kunal Iyer,customer32215@analyticsplatform.com,Male,49,Chennai,8,3800.29,30098.30,Quarterly,Digital Wallet,8,2026-08-20,2025-12-25,f,,2026-08-25 16:30:02.90268
32216,Aryan Patel,customer32216@analyticsplatform.com,Female,71,Delhi,46,3090.96,122278.38,Quarterly,UPI,1,2026-07-01,2022-10-25,f,,2026-08-25 16:30:02.90268
32217,Aditya Sharma,customer32217@analyticsplatform.com,Male,44,Chennai,25,2791.41,69785.25,Annual,Debit Card,7,2026-08-02,2024-07-25,f,,2026-08-25 16:30:02.90268
32218,Sakshi Chopra,customer32218@analyticsplatform.com,Female,65,Pune,40,2754.25,110170.00,Annual,Net Banking,6,2026-06-10,2023-04-25,f,,2026-08-25 16:30:02.90268
32219,Aman Kumar,customer32219@analyticsplatform.com,Female,69,Bengaluru,61,3996.53,241350.45,Quarterly,Debit Card,6,2026-04-30,2021-07-25,f,,2026-08-25 16:30:02.90268
32220,Simran Mishra,customer32220@analyticsplatform.com,Male,34,Ahmedabad,33,2065.08,63377.31,Annual,Debit Card,0,2026-08-13,2023-11-25,f,,2026-08-25 16:30:02.90268
32221,Arjun Deshmukh,customer32221@analyticsplatform.com,Male,66,Kolkata,72,1234.17,84417.23,Monthly,Debit Card,8,2026-08-13,2020-08-25,f,,2026-08-25 16:30:02.90268
32222,Isha Nair,customer32222@analyticsplatform.com,Female,60,Mumbai,1,2467.03,2121.65,Quarterly,Credit Card,1,2026-08-01,2026-07-25,f,,2026-08-25 16:30:02.90268
32223,Pooja Mishra,customer32223@analyticsplatform.com,Female,61,Pune,56,1376.54,76315.38,Annual,Credit Card,0,2026-05-24,2021-12-25,f,,2026-08-25 16:30:02.90268
32224,Siddharth Shah,customer32224@analyticsplatform.com,Male,71,Kolkata,9,1407.63,10768.37,Annual,Net Banking,8,2026-04-28,2025-11-25,f,,2026-08-25 16:30:02.90268
32225,Arjun Verma,customer32225@analyticsplatform.com,Female,61,Kolkata,15,2647.11,38912.52,Quarterly,Debit Card,8,2026-05-29,2025-05-25,f,,2026-08-25 16:30:02.90268
32226,Aman Nair,customer32226@analyticsplatform.com,Male,29,Kolkata,21,3043.90,58168.93,Monthly,Net Banking,1,2026-06-16,2024-11-25,f,,2026-08-25 16:30:02.90268
32227,Aarav Gupta,customer32227@analyticsplatform.com,Female,24,Ahmedabad,10,3115.02,32084.71,Quarterly,Net Banking,5,2026-05-16,2025-10-25,f,,2026-08-25 16:30:02.90268
32228,Ananya Gupta,customer32228@analyticsplatform.com,Female,57,Kolkata,16,2215.40,36155.33,Quarterly,Debit Card,6,2026-05-21,2025-04-25,f,,2026-08-25 16:30:02.90268
32229,Simran Nair,customer32229@analyticsplatform.com,Male,56,Nagpur,54,3478.80,184098.10,Annual,UPI,3,2026-07-04,2022-02-25,f,,2026-08-25 16:30:02.90268
32230,Simran Joshi,customer32230@analyticsplatform.com,Male,27,Delhi,5,671.96,2855.83,Quarterly,Digital Wallet,6,2026-06-20,2026-03-25,f,,2026-08-25 16:30:02.90268
32231,Nisha Mehta,customer32231@analyticsplatform.com,Male,38,Bengaluru,53,1773.94,83676.75,Monthly,Digital Wallet,6,2026-07-20,2022-03-25,t,2023-10-28,2026-08-25 16:30:02.90268
32232,Riya Naidu,customer32232@analyticsplatform.com,Female,22,Mumbai,67,3455.21,236129.05,Monthly,Digital Wallet,8,2026-05-24,2021-01-25,t,2022-12-30,2026-08-25 16:30:02.90268
32233,Ishaan Reddy,customer32233@analyticsplatform.com,Male,26,Delhi,27,1274.41,35441.34,Monthly,Net Banking,6,2026-07-05,2024-05-25,f,,2026-08-25 16:30:02.90268
32234,Akash Reddy,customer32234@analyticsplatform.com,Male,36,Chennai,71,2593.75,165740.63,Annual,UPI,5,2026-08-13,2020-09-25,f,,2026-08-25 16:30:02.90268
32235,Aditi Deshmukh,customer32235@analyticsplatform.com,Male,65,Jaipur,19,2477.69,48017.63,Annual,Debit Card,1,2026-08-11,2025-01-25,f,,2026-08-25 16:30:02.90268
32236,Meera Kumar,customer32236@analyticsplatform.com,Male,72,Pune,61,3947.56,252841.22,Quarterly,Digital Wallet,6,2026-06-28,2021-07-25,f,,2026-08-25 16:30:02.90268
32237,Reyansh Reddy,customer32237@analyticsplatform.com,Female,55,Nagpur,19,1904.97,34384.71,Monthly,Debit Card,1,2026-05-16,2025-01-25,f,,2026-08-25 16:30:02.90268
32238,Arjun Joshi,customer32238@analyticsplatform.com,Male,36,Bengaluru,6,2312.96,11934.87,Monthly,UPI,2,2026-06-23,2026-02-25,f,,2026-08-25 16:30:02.90268
32239,Vihaan Joshi,customer32239@analyticsplatform.com,Female,53,Nagpur,24,3141.27,72374.86,Quarterly,Net Banking,8,2026-07-19,2024-08-25,f,,2026-08-25 16:30:02.90268
32240,Rohan Kulkarni,customer32240@analyticsplatform.com,Male,24,Bengaluru,22,1214.05,25907.83,Monthly,Net Banking,0,2026-08-23,2024-10-25,f,,2026-08-25 16:30:02.90268
32241,Rahul Yadav,customer32241@analyticsplatform.com,Female,42,Nagpur,25,3291.15,78164.81,Monthly,Debit Card,0,2026-06-27,2024-07-25,f,,2026-08-25 16:30:02.90268
32242,Nisha Yadav,customer32242@analyticsplatform.com,Female,54,Mumbai,62,2027.62,123198.19,Annual,Net Banking,5,2026-07-12,2021-06-25,f,,2026-08-25 16:30:02.90268
32243,Tanvi Khalse,customer32243@analyticsplatform.com,Female,34,Nagpur,65,609.99,37666.88,Monthly,Net Banking,0,2026-06-11,2021-03-25,f,,2026-08-25 16:30:02.90268
32244,Tanvi Gupta,customer32244@analyticsplatform.com,Female,33,Bengaluru,58,3702.10,214721.80,Annual,Digital Wallet,2,2026-05-25,2021-10-25,f,,2026-08-25 16:30:02.90268
32245,Tanvi Sharma,customer32245@analyticsplatform.com,Female,55,Nagpur,72,786.40,53223.55,Annual,Net Banking,0,2026-06-23,2020-08-25,f,,2026-08-25 16:30:02.90268
32246,Aanya Patel,customer32246@analyticsplatform.com,Male,20,Mumbai,31,2241.78,63935.57,Annual,Net Banking,8,2026-05-16,2024-01-25,f,,2026-08-25 16:30:02.90268
32247,Aarav Mishra,customer32247@analyticsplatform.com,Female,18,Jaipur,64,2038.47,110892.77,Quarterly,Net Banking,0,2026-08-24,2021-04-25,f,,2026-08-25 16:30:02.90268
32248,Sakshi Mishra,customer32248@analyticsplatform.com,Female,64,Delhi,66,672.41,43935.27,Monthly,Credit Card,3,2026-08-21,2021-02-25,f,,2026-08-25 16:30:02.90268
32249,Siddharth Deshmukh,customer32249@analyticsplatform.com,Female,42,Bengaluru,47,998.16,43160.44,Quarterly,Net Banking,6,2026-08-11,2022-09-25,f,,2026-08-25 16:30:02.90268
32250,Isha Kumar,customer32250@analyticsplatform.com,Female,65,Jaipur,61,3095.18,166149.26,Annual,UPI,7,2026-05-05,2021-07-25,f,,2026-08-25 16:30:02.90268
32251,Aryan Kumar,customer32251@analyticsplatform.com,Female,34,Bengaluru,18,597.05,11176.78,Annual,Credit Card,8,2026-06-02,2025-02-25,f,,2026-08-25 16:30:02.90268
32252,Kabir Mehta,customer32252@analyticsplatform.com,Female,39,Nagpur,2,997.31,2074.40,Monthly,UPI,0,2026-07-26,2026-06-25,f,,2026-08-25 16:30:02.90268
32253,Nisha Singh,customer32253@analyticsplatform.com,Male,55,Hyderabad,65,2989.87,194341.55,Annual,Digital Wallet,5,2026-05-12,2021-03-25,f,,2026-08-25 16:30:02.90268
32254,Pooja Nair,customer32254@analyticsplatform.com,Female,37,Bengaluru,14,2154.18,28349.01,Annual,Debit Card,4,2026-04-29,2025-06-25,f,,2026-08-25 16:30:02.90268
32255,Neha Kulkarni,customer32255@analyticsplatform.com,Female,54,Mumbai,7,651.57,4469.77,Monthly,Credit Card,0,2026-05-16,2026-01-25,f,,2026-08-25 16:30:02.90268
32256,Rahul Kulkarni,customer32256@analyticsplatform.com,Male,39,Nagpur,38,1113.04,36374.15,Monthly,Digital Wallet,4,2026-07-20,2023-06-25,f,,2026-08-25 16:30:02.90268
32257,Rahul Gupta,customer32257@analyticsplatform.com,Male,35,Kolkata,10,2120.99,19937.31,Quarterly,Net Banking,8,2026-06-19,2025-10-25,f,,2026-08-25 16:30:02.90268
32258,Aditya Mishra,customer32258@analyticsplatform.com,Male,29,Delhi,43,2935.67,123709.13,Quarterly,Debit Card,4,2026-08-04,2023-01-25,f,,2026-08-25 16:30:02.90268
32259,Ananya Shetty,customer32259@analyticsplatform.com,Female,54,Ahmedabad,39,1061.69,36851.26,Quarterly,Credit Card,0,2026-06-14,2023-05-25,f,,2026-08-25 16:30:02.90268
32260,Nisha Kulkarni,customer32260@analyticsplatform.com,Female,40,Delhi,42,1804.07,79559.49,Quarterly,UPI,8,2026-06-16,2023-02-25,f,,2026-08-25 16:30:02.90268
32261,Rohan Khalse,customer32261@analyticsplatform.com,Male,72,Kolkata,54,2738.49,130133.04,Monthly,Digital Wallet,4,2026-07-17,2022-02-25,f,,2026-08-25 16:30:02.90268
32262,Sakshi Naidu,customer32262@analyticsplatform.com,Female,30,Pune,62,1782.20,96131.87,Monthly,UPI,0,2026-06-12,2021-06-25,t,2025-06-11,2026-08-25 16:30:02.90268
32263,Riya Mishra,customer32263@analyticsplatform.com,Female,22,Bengaluru,48,2465.25,119515.32,Quarterly,Debit Card,1,2026-06-28,2022-08-25,f,,2026-08-25 16:30:02.90268
32264,Nisha Kulkarni,customer32264@analyticsplatform.com,Female,27,Jaipur,51,1823.50,83698.65,Annual,Net Banking,1,2026-08-02,2022-05-25,f,,2026-08-25 16:30:02.90268
32265,Vihaan Gupta,customer32265@analyticsplatform.com,Female,42,Kolkata,16,1384.31,19491.08,Monthly,Digital Wallet,3,2026-07-16,2025-04-25,f,,2026-08-25 16:30:02.90268
32266,Pooja Joshi,customer32266@analyticsplatform.com,Male,50,Mumbai,16,2897.12,47744.54,Monthly,UPI,1,2026-05-01,2025-04-25,f,,2026-08-25 16:30:02.90268
32267,Akash Kumar,customer32267@analyticsplatform.com,Female,73,Nagpur,43,3826.22,156301.09,Quarterly,Digital Wallet,2,2026-06-15,2023-01-25,f,,2026-08-25 16:30:02.90268
32268,Isha Naidu,customer32268@analyticsplatform.com,Female,47,Nagpur,30,1118.54,33556.20,Monthly,Net Banking,0,2026-07-23,2024-02-25,f,,2026-08-25 16:30:02.90268
32269,Ananya Deshmukh,customer32269@analyticsplatform.com,Male,61,Nagpur,58,2846.51,171701.48,Quarterly,Debit Card,2,2026-06-26,2021-10-25,f,,2026-08-25 16:30:02.90268
32270,Simran Verma,customer32270@analyticsplatform.com,Female,67,Kolkata,64,3155.80,179754.37,Annual,Credit Card,6,2026-05-10,2021-04-25,f,,2026-08-25 16:30:02.90268
32271,Ishaan Kulkarni,customer32271@analyticsplatform.com,Female,60,Jaipur,55,3354.11,184476.05,Monthly,UPI,3,2026-05-16,2022-01-25,f,,2026-08-25 16:30:02.90268
32272,Reyansh Deshmukh,customer32272@analyticsplatform.com,Female,62,Nagpur,45,1777.65,73594.71,Quarterly,Credit Card,0,2026-07-28,2022-11-25,f,,2026-08-25 16:30:02.90268
